,atm_code,address,organization,latitude,longitude,comment,services,schedule
1555,378102,"ул. Коминтерна, д. 38",Главное Управление МВД РФ по МО,55.869354,37.689231,1 эт.,"{""supportsPayment"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsChargeRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsEur"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsUsd"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsUah"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsByr"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsKzt"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsMan"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""visuallyImpaired"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""blind"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForBankCards"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForAllDevices"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcMetro"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""qrCash"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrRead"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""wheelchair"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}}","{""allDayText"": ""Круглосуточно"", ""allDay"": True, ""monday"": ""Круглосуточно"", ""tuesday"": ""Круглосуточно"", ""wednesday"": ""Круглосуточно"", ""thursday"": ""Круглосуточно"", ""friday"": ""Круглосуточно"", ""saturday"": ""Круглосуточно"", ""sunday"": ""Круглосуточно""}"
1556,399802,"ул. Изумрудная, д. 18",МФЦ Лосиноостровский,55.870925,37.682736,1 эт,"{""supportsPayment"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsChargeRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsEur"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsUsd"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsUah"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsByr"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsKzt"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsMan"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""visuallyImpaired"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""blind"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcForBankCards"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForAllDevices"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcMetro"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""qrCash"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrRead"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""wheelchair"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}}","{""allDayText"": ""В режиме работы организации"", ""allDay"": False, ""monday"": ""08:00-20:00"", ""tuesday"": ""08:00-20:00"", ""wednesday"": ""08:00-20:00"", ""thursday"": ""08:00-20:00"", ""friday"": ""08:00-20:00"", ""saturday"": ""08:00-20:00"", ""sunday"": ""08:00-20:00""}"
1565,376861,"ул. Венёвская, д. 6",ДО «На Венёвской» (г. Москва),55.547845,37.543246,В зоне самообслуживания,"{""supportsPayment"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsChargeRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsEur"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsUsd"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsUah"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsByr"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsKzt"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsMan"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""visuallyImpaired"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""blind"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForBankCards"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForAllDevices"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcMetro"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""qrCash"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrRead"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""wheelchair"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}}","{""allDayText"": ""Круглосуточно"", ""allDay"": True, ""monday"": ""Круглосуточно"", ""tuesday"": ""Круглосуточно"", ""wednesday"": ""Круглосуточно"", ""thursday"": ""Круглосуточно"", ""friday"": ""Круглосуточно"", ""saturday"": ""Круглосуточно"", ""sunday"": ""Круглосуточно""}"
1569,376862,"ул. Венёвская, д. 6",ДО «На Венёвской» (г. Москва),55.547845,37.543246,В зоне самообслуживания,"{""supportsPayment"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsChargeRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsEur"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsUsd"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsUah"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsByr"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsKzt"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsMan"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""visuallyImpaired"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""blind"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForBankCards"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForAllDevices"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcMetro"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""qrCash"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrRead"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""wheelchair"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}}","{""allDayText"": ""Круглосуточно"", ""allDay"": True, ""monday"": ""Круглосуточно"", ""tuesday"": ""Круглосуточно"", ""wednesday"": ""Круглосуточно"", ""thursday"": ""Круглосуточно"", ""friday"": ""Круглосуточно"", ""saturday"": ""Круглосуточно"", ""sunday"": ""Круглосуточно""}"
1570,376863,"ул. Венёвская, д. 6",ДО «На Венёвской» (г. Москва),55.547845,37.543246,В зоне самообслуживания,"{""supportsPayment"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsChargeRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsEur"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsUsd"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsUah"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsByr"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsKzt"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsMan"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""visuallyImpaired"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""blind"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForBankCards"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForAllDevices"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcMetro"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""qrCash"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrRead"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""wheelchair"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}}","{""allDayText"": ""Круглосуточно"", ""allDay"": True, ""monday"": ""Круглосуточно"", ""tuesday"": ""Круглосуточно"", ""wednesday"": ""Круглосуточно"", ""thursday"": ""Круглосуточно"", ""friday"": ""Круглосуточно"", ""saturday"": ""Круглосуточно"", ""sunday"": ""Круглосуточно""}"
1571,397440,"ул. Венёвская, д. 6",ДО «На Венёвской» (г. Москва),55.547845,37.543246,Внутри отделения,"{""supportsPayment"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsChargeRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsEur"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsUsd"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsUah"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsByr"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsKzt"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsMan"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""visuallyImpaired"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""blind"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcForBankCards"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForAllDevices"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcMetro"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""qrCash"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrRead"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""wheelchair"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}}","{""allDayText"": ""пн.-пт.: c 09:00 по 20:00; сб.: c 10:00 по 17:00"", ""allDay"": False, ""monday"": ""09:00-20:00"", ""tuesday"": ""09:00-20:00"", ""wednesday"": ""09:00-20:00"", ""thursday"": ""09:00-20:00"", ""friday"": ""09:00-20:00"", ""saturday"": ""10:00-17:00"", ""sunday"": ""Выходной""}"
1572,376866,"ул. Маршала Савицкого, д. 28","МФЦ Южное Бутово (ул. Маршала Савицкого, д. 28)",55.504399,37.597279,В левом крыле МФЦ,"{""supportsPayment"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsChargeRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsEur"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsUsd"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsUah"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsByr"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsKzt"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsMan"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""visuallyImpaired"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""blind"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForBankCards"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForAllDevices"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcMetro"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""qrCash"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrRead"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""wheelchair"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}}","{""allDayText"": ""В режиме работы организации"", ""allDay"": False, ""monday"": ""08:00-20:00"", ""tuesday"": ""08:00-20:00"", ""wednesday"": ""08:00-20:00"", ""thursday"": ""08:00-20:00"", ""friday"": ""08:00-20:00"", ""saturday"": ""08:00-20:00"", ""sunday"": ""08:00-20:00""}"
1573,376834,б-р Дмитрия Донского,Ст. м. «Бульвар Дмитрия Донского (Серпуховско-Тимирязевская)»,55.569967,37.577621,Южный вестибюль,"{""supportsPayment"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsChargeRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsEur"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsUsd"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsUah"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsByr"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsKzt"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsMan"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""visuallyImpaired"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""blind"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForBankCards"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForAllDevices"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcMetro"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrCash"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrRead"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""wheelchair"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}}","{""allDayText"": ""В режиме работы организации"", ""allDay"": False, ""monday"": ""05:30-00:00"", ""tuesday"": ""05:30-00:00"", ""wednesday"": ""05:30-00:00"", ""thursday"": ""05:30-00:00"", ""friday"": ""05:30-00:00"", ""saturday"": ""05:30-00:00"", ""sunday"": ""05:30-00:00""}"
1577,377326,ш. Варшавское,Ст. м. «Аннино (Серпуховско-Тимирязевская)»,55.5832,37.59674,Северный вестибюль,"{""supportsPayment"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsChargeRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsEur"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsUsd"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsUah"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsByr"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsKzt"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsMan"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""visuallyImpaired"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""blind"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcForBankCards"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForAllDevices"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcMetro"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrCash"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrRead"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""wheelchair"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}}","{""allDayText"": ""В режиме работы организации"", ""allDay"": False, ""monday"": ""05:30-00:00"", ""tuesday"": ""05:30-00:00"", ""wednesday"": ""05:30-00:00"", ""thursday"": ""05:30-00:00"", ""friday"": ""05:30-00:00"", ""saturday"": ""05:30-00:00"", ""sunday"": ""05:30-00:00""}"
1580,398665,"ул. Венёвская, д. 6",ДО «На Венёвской» (г. Москва),55.547845,37.543246,В зоне самообслуживания,"{""supportsPayment"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsChargeRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsEur"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsUsd"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsUah"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsByr"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsKzt"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsMan"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""visuallyImpaired"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""blind"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForBankCards"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForAllDevices"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcMetro"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""qrCash"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrRead"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""wheelchair"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}}","{""allDayText"": ""Круглосуточно"", ""allDay"": True, ""monday"": ""Круглосуточно"", ""tuesday"": ""Круглосуточно"", ""wednesday"": ""Круглосуточно"", ""thursday"": ""Круглосуточно"", ""friday"": ""Круглосуточно"", ""saturday"": ""Круглосуточно"", ""sunday"": ""Круглосуточно""}"
1581,398845,"ул. Венёвская, д. 6",ДО «На Венёвской» (г. Москва),55.547845,37.543246,Внутри отделения,"{""supportsPayment"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsChargeRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsEur"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsUsd"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsUah"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsByr"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsKzt"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsMan"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""visuallyImpaired"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""blind"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcForBankCards"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForAllDevices"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcMetro"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""qrCash"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrRead"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""wheelchair"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}}","{""allDayText"": ""пн.-пт.: c 09:00 по 20:00; сб.: c 10:00 по 17:00"", ""allDay"": False, ""monday"": ""09:00-20:00"", ""tuesday"": ""09:00-20:00"", ""wednesday"": ""09:00-20:00"", ""thursday"": ""09:00-20:00"", ""friday"": ""09:00-20:00"", ""saturday"": ""10:00-17:00"", ""sunday"": ""Выходной""}"
1583,376736,"б-р Адмирала Ушакова, д. 2",ДО «Бульвар Ушакова» (г. Москва),55.548569,37.553235,В зоне самообслуживания,"{""supportsPayment"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsChargeRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsEur"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsRub"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""supportsUsd"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""supportsUah"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsByr"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsKzt"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""supportsMan"": {""serviceCapability"": ""UNKNOWN"", ""serviceActivity"": ""UNKNOWN""}, ""visuallyImpaired"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""blind"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForBankCards"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""nfcForAllDevices"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""nfcMetro"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}, ""qrCash"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""qrRead"": {""serviceCapability"": ""SUPPORTED"", ""serviceActivity"": ""AVAILABLE""}, ""wheelchair"": {""serviceCapability"": ""UNSUPPORTED"", ""serviceActivity"": ""UNAVAILABLE""}}","{""allDayText"": ""Круглосуточно"", ""allDay"": True, ""monday"": ""Круглосуточно"", ""tuesday"": ""Круглосуточно"", ""wednesday"": ""Круглосуточно"", ""thursday"": ""Круглосуточно"", ""friday"": ""Круглосуточно"", ""saturday"": ""Круглосуточно"", ""sunday"": ""Круглосуточно""}"
